id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_odtw,jumlah_odtw,satuan,tahun
265,32,JAWA BARAT,3209,KABUPATEN CIREBON,ALAM,7,LOKASI,2017
266,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUDAYA,4,LOKASI,2017
267,32,JAWA BARAT,3209,KABUPATEN CIREBON,MINAT KHUSUS,0,LOKASI,2017
268,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ALAM,29,LOKASI,2017
269,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUDAYA,9,LOKASI,2017
270,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MINAT KHUSUS,11,LOKASI,2017
271,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ALAM,20,LOKASI,2017
272,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUDAYA,11,LOKASI,2017
273,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MINAT KHUSUS,1,LOKASI,2017
274,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ALAM,24,LOKASI,2017
275,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BUDAYA,0,LOKASI,2017
276,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MINAT KHUSUS,0,LOKASI,2017
277,32,JAWA BARAT,3213,KABUPATEN SUBANG,ALAM,5,LOKASI,2017
278,32,JAWA BARAT,3213,KABUPATEN SUBANG,BUDAYA,6,LOKASI,2017
279,32,JAWA BARAT,3213,KABUPATEN SUBANG,MINAT KHUSUS,2,LOKASI,2017
280,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ALAM,9,LOKASI,2017
281,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BUDAYA,8,LOKASI,2017
282,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MINAT KHUSUS,9,LOKASI,2017
283,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ALAM,33,LOKASI,2017
284,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BUDAYA,13,LOKASI,2017
285,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MINAT KHUSUS,9,LOKASI,2017
286,32,JAWA BARAT,3216,KABUPATEN BEKASI,ALAM,4,LOKASI,2017
287,32,JAWA BARAT,3216,KABUPATEN BEKASI,BUDAYA,3,LOKASI,2017
288,32,JAWA BARAT,3216,KABUPATEN BEKASI,MINAT KHUSUS,3,LOKASI,2017
289,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ALAM,26,LOKASI,2017
290,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BUDAYA,10,LOKASI,2017
291,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MINAT KHUSUS,3,LOKASI,2017
292,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ALAM,57,LOKASI,2017
293,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BUDAYA,47,LOKASI,2017
294,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MINAT KHUSUS,106,LOKASI,2017
295,32,JAWA BARAT,3271,KOTA BOGOR,ALAM,5,LOKASI,2017
296,32,JAWA BARAT,3271,KOTA BOGOR,BUDAYA,8,LOKASI,2017
297,32,JAWA BARAT,3271,KOTA BOGOR,MINAT KHUSUS,9,LOKASI,2017
298,32,JAWA BARAT,3272,KOTA SUKABUMI,ALAM,2,LOKASI,2017
299,32,JAWA BARAT,3272,KOTA SUKABUMI,BUDAYA,0,LOKASI,2017
300,32,JAWA BARAT,3272,KOTA SUKABUMI,MINAT KHUSUS,0,LOKASI,2017
301,32,JAWA BARAT,3273,KOTA BANDUNG,ALAM,3,LOKASI,2017
302,32,JAWA BARAT,3273,KOTA BANDUNG,BUDAYA,3,LOKASI,2017
303,32,JAWA BARAT,3273,KOTA BANDUNG,MINAT KHUSUS,8,LOKASI,2017
304,32,JAWA BARAT,3274,KOTA CIREBON,ALAM,1,LOKASI,2017
305,32,JAWA BARAT,3274,KOTA CIREBON,BUDAYA,14,LOKASI,2017
306,32,JAWA BARAT,3274,KOTA CIREBON,MINAT KHUSUS,2,LOKASI,2017
307,32,JAWA BARAT,3275,KOTA BEKASI,ALAM,0,LOKASI,2017
308,32,JAWA BARAT,3275,KOTA BEKASI,BUDAYA,0,LOKASI,2017
309,32,JAWA BARAT,3275,KOTA BEKASI,MINAT KHUSUS,0,LOKASI,2017
310,32,JAWA BARAT,3276,KOTA DEPOK,ALAM,6,LOKASI,2017
311,32,JAWA BARAT,3276,KOTA DEPOK,BUDAYA,6,LOKASI,2017
312,32,JAWA BARAT,3276,KOTA DEPOK,MINAT KHUSUS,9,LOKASI,2017
313,32,JAWA BARAT,3277,KOTA CIMAHI,ALAM,1,LOKASI,2017
314,32,JAWA BARAT,3277,KOTA CIMAHI,BUDAYA,2,LOKASI,2017
315,32,JAWA BARAT,3277,KOTA CIMAHI,MINAT KHUSUS,3,LOKASI,2017
316,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ALAM,4,LOKASI,2017
317,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BUDAYA,5,LOKASI,2017
318,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MINAT KHUSUS,2,LOKASI,2017
319,32,JAWA BARAT,3279,KOTA BANJAR,ALAM,1,LOKASI,2017
320,32,JAWA BARAT,3279,KOTA BANJAR,BUDAYA,0,LOKASI,2017
321,32,JAWA BARAT,3279,KOTA BANJAR,MINAT KHUSUS,0,LOKASI,2017
322,32,JAWA BARAT,3201,KABUPATEN BOGOR,ALAM,55,LOKASI,2018
323,32,JAWA BARAT,3201,KABUPATEN BOGOR,BUDAYA,3,LOKASI,2018
324,32,JAWA BARAT,3201,KABUPATEN BOGOR,BUATAN,28,LOKASI,2018
325,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ALAM,0,LOKASI,2018
326,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUDAYA,0,LOKASI,2018
327,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUATAN,0,LOKASI,2018
328,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ALAM,59,LOKASI,2018
329,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUDAYA,9,LOKASI,2018
330,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUATAN,14,LOKASI,2018
331,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ALAM,48,LOKASI,2018
332,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUDAYA,7,LOKASI,2018
333,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUATAN,39,LOKASI,2018
334,32,JAWA BARAT,3205,KABUPATEN GARUT,ALAM,102,LOKASI,2018
335,32,JAWA BARAT,3205,KABUPATEN GARUT,BUDAYA,35,LOKASI,2018
336,32,JAWA BARAT,3205,KABUPATEN GARUT,BUATAN,67,LOKASI,2018
337,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ALAM,386,LOKASI,2018
338,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUDAYA,20,LOKASI,2018
339,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUATAN,2,LOKASI,2018
340,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ALAM,82,LOKASI,2018
341,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUDAYA,45,LOKASI,2018
342,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUATAN,16,LOKASI,2018
343,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ALAM,23,LOKASI,2018
344,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BUDAYA,3,LOKASI,2018
345,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BUATAN,9,LOKASI,2018
346,32,JAWA BARAT,3209,KABUPATEN CIREBON,ALAM,7,LOKASI,2018
347,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUDAYA,116,LOKASI,2018
348,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUATAN,10,LOKASI,2018
349,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ALAM,99,LOKASI,2018
350,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUDAYA,39,LOKASI,2018
351,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUATAN,37,LOKASI,2018
352,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ALAM,0,LOKASI,2018
353,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUDAYA,0,LOKASI,2018
354,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUATAN,0,LOKASI,2018
355,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ALAM,13,LOKASI,2018
356,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BUDAYA,9,LOKASI,2018
357,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BUATAN,6,LOKASI,2018
358,32,JAWA BARAT,3213,KABUPATEN SUBANG,ALAM,27,LOKASI,2018
359,32,JAWA BARAT,3213,KABUPATEN SUBANG,BUDAYA,3,LOKASI,2018
360,32,JAWA BARAT,3213,KABUPATEN SUBANG,BUATAN,17,LOKASI,2018
361,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ALAM,19,LOKASI,2018
362,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BUDAYA,8,LOKASI,2018
363,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BUATAN,11,LOKASI,2018
364,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ALAM,44,LOKASI,2018
365,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BUDAYA,33,LOKASI,2018
366,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BUATAN,7,LOKASI,2018
367,32,JAWA BARAT,3216,KABUPATEN BEKASI,ALAM,5,LOKASI,2018
368,32,JAWA BARAT,3216,KABUPATEN BEKASI,BUDAYA,0,LOKASI,2018
369,32,JAWA BARAT,3216,KABUPATEN BEKASI,BUATAN,18,LOKASI,2018
370,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ALAM,64,LOKASI,2018
371,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BUDAYA,14,LOKASI,2018
372,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BUATAN,56,LOKASI,2018
373,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ALAM,56,LOKASI,2018
374,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BUDAYA,47,LOKASI,2018
375,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BUATAN,0,LOKASI,2018
376,32,JAWA BARAT,3271,KOTA BOGOR,ALAM,0,LOKASI,2018
377,32,JAWA BARAT,3271,KOTA BOGOR,BUDAYA,1,LOKASI,2018
378,32,JAWA BARAT,3271,KOTA BOGOR,BUATAN,22,LOKASI,2018
379,32,JAWA BARAT,3272,KOTA SUKABUMI,ALAM,0,LOKASI,2018
380,32,JAWA BARAT,3272,KOTA SUKABUMI,BUDAYA,0,LOKASI,2018
381,32,JAWA BARAT,3272,KOTA SUKABUMI,BUATAN,0,LOKASI,2018
382,32,JAWA BARAT,3273,KOTA BANDUNG,ALAM,3,LOKASI,2018
383,32,JAWA BARAT,3273,KOTA BANDUNG,BUDAYA,14,LOKASI,2018
384,32,JAWA BARAT,3273,KOTA BANDUNG,BUATAN,0,LOKASI,2018
385,32,JAWA BARAT,3274,KOTA CIREBON,ALAM,1,LOKASI,2018
386,32,JAWA BARAT,3274,KOTA CIREBON,BUDAYA,14,LOKASI,2018
387,32,JAWA BARAT,3274,KOTA CIREBON,BUATAN,2,LOKASI,2018
388,32,JAWA BARAT,3275,KOTA BEKASI,ALAM,4,LOKASI,2018
389,32,JAWA BARAT,3275,KOTA BEKASI,BUDAYA,3,LOKASI,2018
390,32,JAWA BARAT,3275,KOTA BEKASI,BUATAN,0,LOKASI,2018
391,32,JAWA BARAT,3276,KOTA DEPOK,ALAM,9,LOKASI,2018
392,32,JAWA BARAT,3276,KOTA DEPOK,BUDAYA,6,LOKASI,2018
393,32,JAWA BARAT,3276,KOTA DEPOK,BUATAN,9,LOKASI,2018
394,32,JAWA BARAT,3277,KOTA CIMAHI,ALAM,1,LOKASI,2018
395,32,JAWA BARAT,3277,KOTA CIMAHI,BUDAYA,2,LOKASI,2018
396,32,JAWA BARAT,3277,KOTA CIMAHI,BUATAN,3,LOKASI,2018
397,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ALAM,4,LOKASI,2018
398,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BUDAYA,5,LOKASI,2018
399,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BUATAN,2,LOKASI,2018
400,32,JAWA BARAT,3279,KOTA BANJAR,ALAM,1,LOKASI,2018
401,32,JAWA BARAT,3279,KOTA BANJAR,BUDAYA,0,LOKASI,2018
402,32,JAWA BARAT,3279,KOTA BANJAR,BUATAN,1,LOKASI,2018
403,32,JAWA BARAT,3201,KABUPATEN BOGOR,ALAM,169,LOKASI,2019
404,32,JAWA BARAT,3201,KABUPATEN BOGOR,BUDAYA,61,LOKASI,2019
405,32,JAWA BARAT,3201,KABUPATEN BOGOR,BUATAN,151,LOKASI,2019
406,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ALAM,47,LOKASI,2019
407,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUDAYA,7,LOKASI,2019
408,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUATAN,6,LOKASI,2019
409,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ALAM,86,LOKASI,2019
410,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUDAYA,14,LOKASI,2019
411,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUATAN,18,LOKASI,2019
412,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ALAM,48,LOKASI,2019
413,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUDAYA,7,LOKASI,2019
414,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUATAN,41,LOKASI,2019
415,32,JAWA BARAT,3205,KABUPATEN GARUT,ALAM,106,LOKASI,2019
416,32,JAWA BARAT,3205,KABUPATEN GARUT,BUDAYA,35,LOKASI,2019
417,32,JAWA BARAT,3205,KABUPATEN GARUT,BUATAN,67,LOKASI,2019
418,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ALAM,380,LOKASI,2019
419,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUDAYA,20,LOKASI,2019
420,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUATAN,2,LOKASI,2019
421,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ALAM,82,LOKASI,2019
422,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUDAYA,45,LOKASI,2019
423,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUATAN,16,LOKASI,2019
424,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ALAM,109,LOKASI,2019
425,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BUDAYA,14,LOKASI,2019
426,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BUATAN,26,LOKASI,2019
427,32,JAWA BARAT,3209,KABUPATEN CIREBON,ALAM,8,LOKASI,2019
428,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUDAYA,116,LOKASI,2019
429,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUATAN,10,LOKASI,2019
430,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ALAM,100,LOKASI,2019
431,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUDAYA,39,LOKASI,2019
432,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUATAN,40,LOKASI,2019
433,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ALAM,20,LOKASI,2019
434,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUDAYA,11,LOKASI,2019
435,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUATAN,1,LOKASI,2019
436,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ALAM,16,LOKASI,2019
437,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BUDAYA,4,LOKASI,2019
438,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BUATAN,5,LOKASI,2019
439,32,JAWA BARAT,3213,KABUPATEN SUBANG,ALAM,54,LOKASI,2019
440,32,JAWA BARAT,3213,KABUPATEN SUBANG,BUDAYA,1,LOKASI,2019
441,32,JAWA BARAT,3213,KABUPATEN SUBANG,BUATAN,26,LOKASI,2019
442,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ALAM,28,LOKASI,2019
443,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BUDAYA,10,LOKASI,2019
444,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BUATAN,22,LOKASI,2019
445,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ALAM,50,LOKASI,2019
446,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BUDAYA,39,LOKASI,2019
447,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BUATAN,37,LOKASI,2019
448,32,JAWA BARAT,3216,KABUPATEN BEKASI,ALAM,5,LOKASI,2019
449,32,JAWA BARAT,3216,KABUPATEN BEKASI,BUDAYA,0,LOKASI,2019
450,32,JAWA BARAT,3216,KABUPATEN BEKASI,BUATAN,18,LOKASI,2019
451,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ALAM,69,LOKASI,2019
452,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BUDAYA,17,LOKASI,2019
453,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BUATAN,65,LOKASI,2019
454,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ALAM,156,LOKASI,2019
455,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BUDAYA,54,LOKASI,2019
456,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BUATAN,22,LOKASI,2019
457,32,JAWA BARAT,3271,KOTA BOGOR,ALAM,0,LOKASI,2019
458,32,JAWA BARAT,3271,KOTA BOGOR,BUDAYA,1,LOKASI,2019
459,32,JAWA BARAT,3271,KOTA BOGOR,BUATAN,22,LOKASI,2019
460,32,JAWA BARAT,3272,KOTA SUKABUMI,ALAM,0,LOKASI,2019
461,32,JAWA BARAT,3272,KOTA SUKABUMI,BUDAYA,0,LOKASI,2019
462,32,JAWA BARAT,3272,KOTA SUKABUMI,BUATAN,0,LOKASI,2019
463,32,JAWA BARAT,3273,KOTA BANDUNG,ALAM,3,LOKASI,2019
464,32,JAWA BARAT,3273,KOTA BANDUNG,BUDAYA,4,LOKASI,2019
465,32,JAWA BARAT,3273,KOTA BANDUNG,BUATAN,6,LOKASI,2019
466,32,JAWA BARAT,3274,KOTA CIREBON,ALAM,1,LOKASI,2019
467,32,JAWA BARAT,3274,KOTA CIREBON,BUDAYA,14,LOKASI,2019
468,32,JAWA BARAT,3274,KOTA CIREBON,BUATAN,2,LOKASI,2019
469,32,JAWA BARAT,3275,KOTA BEKASI,ALAM,4,LOKASI,2019
470,32,JAWA BARAT,3275,KOTA BEKASI,BUDAYA,3,LOKASI,2019
471,32,JAWA BARAT,3275,KOTA BEKASI,BUATAN,5,LOKASI,2019
472,32,JAWA BARAT,3276,KOTA DEPOK,ALAM,0,LOKASI,2019
473,32,JAWA BARAT,3276,KOTA DEPOK,BUDAYA,0,LOKASI,2019
474,32,JAWA BARAT,3276,KOTA DEPOK,BUATAN,0,LOKASI,2019
475,32,JAWA BARAT,3277,KOTA CIMAHI,ALAM,2,LOKASI,2019
476,32,JAWA BARAT,3277,KOTA CIMAHI,BUDAYA,2,LOKASI,2019
477,32,JAWA BARAT,3277,KOTA CIMAHI,BUATAN,3,LOKASI,2019
478,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ALAM,6,LOKASI,2019
479,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BUDAYA,5,LOKASI,2019
480,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BUATAN,2,LOKASI,2019
481,32,JAWA BARAT,3279,KOTA BANJAR,ALAM,1,LOKASI,2019
482,32,JAWA BARAT,3279,KOTA BANJAR,BUDAYA,0,LOKASI,2019
483,32,JAWA BARAT,3279,KOTA BANJAR,BUATAN,1,LOKASI,2019
484,32,JAWA BARAT,3201,KABUPATEN BOGOR,ALAM,169,LOKASI,2020
485,32,JAWA BARAT,3201,KABUPATEN BOGOR,BUDAYA,61,LOKASI,2020
486,32,JAWA BARAT,3201,KABUPATEN BOGOR,BUATAN,151,LOKASI,2020
487,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ALAM,47,LOKASI,2020
488,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUDAYA,7,LOKASI,2020
489,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUATAN,6,LOKASI,2020
490,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ALAM,90,LOKASI,2020
491,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUDAYA,23,LOKASI,2020
492,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUATAN,21,LOKASI,2020
493,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ALAM,48,LOKASI,2020
494,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUDAYA,7,LOKASI,2020
495,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUATAN,41,LOKASI,2020
496,32,JAWA BARAT,3205,KABUPATEN GARUT,ALAM,106,LOKASI,2020
497,32,JAWA BARAT,3205,KABUPATEN GARUT,BUDAYA,36,LOKASI,2020
498,32,JAWA BARAT,3205,KABUPATEN GARUT,BUATAN,73,LOKASI,2020
499,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ALAM,196,LOKASI,2020
500,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUDAYA,100,LOKASI,2020
501,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUATAN,2,LOKASI,2020
502,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ALAM,82,LOKASI,2020
503,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUDAYA,45,LOKASI,2020
504,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUATAN,18,LOKASI,2020
505,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ALAM,108,LOKASI,2020
506,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BUDAYA,14,LOKASI,2020
507,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BUATAN,26,LOKASI,2020
508,32,JAWA BARAT,3209,KABUPATEN CIREBON,ALAM,8,LOKASI,2020
509,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUDAYA,7,LOKASI,2020
510,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUATAN,7,LOKASI,2020
511,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ALAM,100,LOKASI,2020
512,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUDAYA,39,LOKASI,2020
513,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUATAN,40,LOKASI,2020
514,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ALAM,29,LOKASI,2020
515,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUDAYA,11,LOKASI,2020
516,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUATAN,60,LOKASI,2020
517,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ALAM,15,LOKASI,2020
518,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BUDAYA,13,LOKASI,2020
519,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BUATAN,11,LOKASI,2020
520,32,JAWA BARAT,3213,KABUPATEN SUBANG,ALAM,58,LOKASI,2020
521,32,JAWA BARAT,3213,KABUPATEN SUBANG,BUDAYA,1,LOKASI,2020
522,32,JAWA BARAT,3213,KABUPATEN SUBANG,BUATAN,53,LOKASI,2020
523,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ALAM,28,LOKASI,2020
524,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BUDAYA,10,LOKASI,2020
525,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BUATAN,25,LOKASI,2020
526,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ALAM,50,LOKASI,2020
527,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BUDAYA,39,LOKASI,2020
528,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BUATAN,38,LOKASI,2020
529,32,JAWA BARAT,3216,KABUPATEN BEKASI,ALAM,11,LOKASI,2020
530,32,JAWA BARAT,3216,KABUPATEN BEKASI,BUDAYA,2,LOKASI,2020
531,32,JAWA BARAT,3216,KABUPATEN BEKASI,BUATAN,22,LOKASI,2020
532,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ALAM,74,LOKASI,2020
533,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BUDAYA,18,LOKASI,2020
